Year of Data,STRUCTURE_NUMBER_008,Bridge Health Index (Overall),Bridge Health Index (Deck),Bridge Health Index (Super),Bridge Health Index (Sub)
2019,100000170001010,98.17,97.96,99.87,95.63
2020,100000170001010,98.17,97.96,99.87,95.63
2021,100000170001010,98.17,97.96,99.87,95.63
2000,100000160257010,99.92,99.94,99.87,100.0
2001,100000160257010,99.92,99.94,99.87,100.0
2002,100000160257010,99.92,99.94,99.87,100.0
2003,100000160257010,99.92,99.94,99.87,100.0
2004,100000160257010,98.86,99.94,99.87,95.63
2005,100000160257010,98.86,99.94,99.87,95.63
2006,100000160257010,98.86,99.94,99.87,95.63
2007,100000160257010,98.86,99.94,99.87,95.63
2008,100000160257010,98.86,99.94,99.87,95.63
2009,100000160257010,98.86,99.94,99.87,95.63
2010,100000160257010,98.86,99.94,99.87,95.63
2011,100000160257010,98.86,99.94,99.87,95.63
2012,100000160257010,96.27,97.96,95.25,95.63
2013,100000160257010,96.27,97.96,95.25,95.63
2014,100000160257010,96.27,97.96,95.25,95.63
2015,100000160257010,96.27,97.96,95.25,95.63
2016,100000160257010,96.27,97.96,95.25,95.63
2017,100000160257010,96.27,97.96,95.25,95.63
2018,100000160257010,96.27,97.96,95.25,95.63
2019,100000160257010,96.27,97.96,95.25,95.63
2020,100000160257010,96.27,97.96,95.25,95.63
2021,100000160257010,96.27,97.96,95.25,95.63
1997,100000160254010,100.0,100.0,100.0,100.0
1998,100000160254010,100.0,100.0,100.0,100.0
1999,100000160254010,99.94,99.94,99.87,100.0
2000,100000160254010,99.94,99.94,99.87,100.0
2001,100000160254010,99.94,99.94,99.87,100.0
2002,100000160254010,99.94,99.94,99.87,100.0
2003,100000160254010,99.94,99.94,99.87,100.0
2004,100000160254010,99.94,99.94,99.87,100.0
2005,100000160254010,99.94,99.94,99.87,100.0
2006,100000160254010,99.94,99.94,99.87,100.0
2007,100000160254010,99.94,99.94,99.87,100.0
2008,100000160254010,99.94,99.94,99.87,100.0
2009,100000160254010,96.8,99.94,95.25,95.63
2011,100000160254010,96.8,99.94,95.25,95.63
2012,100000160254010,96.8,99.94,95.25,95.63
2013,100000160254010,96.8,99.94,95.25,95.63
2014,100000160254010,96.8,99.94,95.25,95.63
2015,100000160254010,96.8,99.94,95.25,95.63
2016,100000160254010,96.8,99.94,95.25,95.63
2017,100000160254010,96.8,99.94,95.25,95.63
2018,100000160254010,96.8,99.94,95.25,95.63
2019,100000160254010,96.8,99.94,95.25,95.63
2020,100000160254010,96.8,99.94,95.25,95.63
2021,100000160254010,96.8,99.94,95.25,95.63
1997,100000160253012,100.0,100.0,100.0,100.0
1998,100000160253012,100.0,100.0,100.0,100.0
1999,100000160253012,98.15,99.94,95.25,100.0
2000,100000160253012,99.93,99.94,99.87,100.0
2001,100000160253012,99.93,99.94,99.87,100.0
2002,100000160253012,99.93,99.94,99.87,100.0
2003,100000160253012,99.93,99.94,99.87,100.0
2004,100000160253012,99.93,99.94,99.87,100.0
2005,100000160253012,99.93,99.94,99.87,100.0
2006,100000160253012,99.22,97.96,99.87,100.0
2007,100000160253012,99.22,97.96,99.87,100.0
2008,100000160253012,99.22,97.96,99.87,100.0
2009,100000160253012,99.22,97.96,99.87,100.0
2010,100000160253012,99.22,97.96,99.87,100.0
2011,100000160253012,99.22,97.96,99.87,100.0
2012,100000160253012,99.22,97.96,99.87,100.0
2013,100000160253012,99.22,97.96,99.87,100.0
2014,100000160253012,99.22,97.96,99.87,100.0
2015,100000160253012,99.22,97.96,99.87,100.0
2016,100000160253012,99.22,97.96,99.87,100.0
2017,100000160253012,99.22,97.96,99.87,100.0
2018,100000160253012,99.22,97.96,99.87,100.0
2019,100000160253012,99.22,97.96,99.87,100.0
2020,100000160253012,99.22,97.96,99.87,100.0
2021,100000160253012,99.22,97.96,99.87,100.0
1997,100000160253011,100.0,100.0,100.0,100.0
1998,100000160253011,100.0,100.0,100.0,100.0
1999,100000160253011,99.92,99.94,99.87,100.0
2000,100000160253011,99.92,99.94,99.87,100.0
2001,100000160253011,99.92,99.94,99.87,100.0
2002,100000160253011,99.92,99.94,99.87,100.0
2003,100000160253011,99.92,99.94,99.87,100.0
2004,100000160253011,99.92,99.94,99.87,100.0
2005,100000160253011,99.92,99.94,99.87,100.0
2006,100000160253011,99.25,97.96,99.87,100.0
2007,100000160253011,99.25,97.96,99.87,100.0
2008,100000160253011,97.34,97.96,95.25,100.0
2009,100000160253011,97.34,97.96,95.25,100.0
2010,100000160253011,97.34,97.96,95.25,100.0
2011,100000160253011,97.34,97.96,95.25,100.0
2012,100000160253011,97.34,97.96,95.25,100.0
2013,100000160253011,97.34,97.96,95.25,100.0
2014,100000160253011,97.34,97.96,95.25,100.0
2015,100000160253011,97.34,97.96,95.25,100.0
2016,100000160253011,97.34,97.96,95.25,100.0
2017,100000160253011,97.34,97.96,95.25,100.0
2018,100000160253011,97.34,97.96,95.25,100.0
2019,100000160253011,97.34,97.96,95.25,100.0
2020,100000160253011,97.34,97.96,95.25,100.0
2021,100000160253011,97.34,97.96,95.25,100.0
1997,100000160242010,99.94,99.94,99.87,100.0
1998,100000160242010,99.4,97.96,99.87,100.0
1999,100000160242010,99.4,97.96,99.87,100.0
2000,100000160242010,99.4,97.96,99.87,100.0
2001,100000160242010,99.4,97.96,99.87,100.0
2002,100000160242010,99.4,97.96,99.87,100.0
2003,100000160242010,99.4,97.96,99.87,100.0
2004,100000160242010,99.4,97.96,99.87,100.0
2005,100000160242010,99.4,97.96,99.87,100.0
2006,100000160242010,99.4,97.96,99.87,100.0
2007,100000160242010,99.4,97.96,99.87,100.0
2008,100000160242010,99.4,97.96,99.87,100.0
2009,100000160242010,99.4,97.96,99.87,100.0
2010,100000160242010,99.4,97.96,99.87,100.0
2011,100000160242010,99.4,97.96,99.87,100.0
2012,100000160242010,99.4,97.96,99.87,100.0
2013,100000160242010,99.4,97.96,99.87,100.0
2014,100000160242010,98.33,94.06,99.87,100.0
2015,100000160242010,98.33,94.06,99.87,100.0
2016,100000160242010,98.33,94.06,99.87,100.0
2017,100000160242010,98.33,94.06,99.87,100.0
2018,100000160242010,98.33,94.06,99.87,100.0
2019,100000160242010,98.33,94.06,99.87,100.0
2020,100000160242010,98.33,94.06,99.87,100.0
2021,100000160242010,99.4,97.96,99.87,100.0
1995,100000160237010,98.96,99.94,99.87,95.63
1996,100000160237010,98.24,97.96,99.87,95.63
1997,100000160237010,98.24,97.96,99.87,95.63
1998,100000160237010,98.24,97.96,99.87,95.63
1999,100000160237010,98.24,97.96,99.87,95.63
2000,100000160237010,98.24,97.96,99.87,95.63
2001,100000160237010,98.24,97.96,99.87,95.63
2002,100000160237010,98.24,97.96,99.87,95.63
2003,100000160237010,98.24,97.96,99.87,95.63
2004,100000160237010,98.24,97.96,99.87,95.63
2005,100000160237010,98.24,97.96,99.87,95.63
2006,100000160237010,98.24,97.96,99.87,95.63
2007,100000160237010,98.24,97.96,99.87,95.63
2008,100000160237010,98.24,97.96,99.87,95.63
2009,100000160237010,98.24,97.96,99.87,95.63
2010,100000160237010,98.24,97.96,99.87,95.63
2011,100000160237010,98.24,97.96,99.87,95.63
2012,100000160237010,95.39,97.96,95.25,91.41
2013,100000160237010,95.39,97.96,95.25,91.41
2014,100000160237010,95.39,97.96,95.25,91.41
2015,100000160237010,94.41,97.96,90.62,95.63
2016,100000160237010,94.41,97.96,90.62,95.63
2017,100000160237010,94.41,97.96,90.62,95.63
2018,100000160237010,94.41,97.96,90.62,95.63
2019,100000160237010,94.41,97.96,90.62,95.63
2020,100000160237010,94.41,97.96,90.62,95.63
2021,100000160237010,93.47,97.96,90.62,91.41
1995,100000160235010,99.93,99.94,99.87,100.0
1996,100000160235010,99.93,99.94,99.87,100.0
1997,100000160235010,99.93,99.94,99.87,100.0
1998,100000160235010,99.93,99.94,99.87,100.0
1999,100000160235010,99.93,99.94,99.87,100.0
2000,100000160235010,99.93,99.94,99.87,100.0
2001,100000160235010,99.93,99.94,99.87,100.0
2002,100000160235010,99.93,99.94,99.87,100.0
2003,100000160235010,98.81,99.94,99.87,95.63
2004,100000160235010,98.81,99.94,99.87,95.63
2005,100000160235010,98.81,99.94,99.87,95.63
2006,100000160235010,98.81,99.94,99.87,95.63
2007,100000160235010,98.81,99.94,99.87,95.63
2008,100000160235010,98.81,99.94,99.87,95.63
2009,100000160235010,98.81,99.94,99.87,95.63
2010,100000160235010,98.81,99.94,99.87,95.63
2011,100000160235010,98.81,99.94,99.87,95.63
2012,100000160235010,98.81,99.94,99.87,95.63
2013,100000160235010,98.81,99.94,99.87,95.63
2014,100000160235010,98.81,99.94,99.87,95.63
2015,100000160235010,98.81,99.94,99.87,95.63
2016,100000160235010,98.81,99.94,99.87,95.63
2017,100000160235010,98.81,99.94,99.87,95.63
2018,100000160235010,98.81,99.94,99.87,95.63
2019,100000160235010,98.81,99.94,99.87,95.63
2020,100000160235010,98.81,99.94,99.87,95.63
2021,100000160235010,98.81,99.94,99.87,95.63
1998,100000160233010,99.93,99.94,99.87,100.0
1999,100000160233010,99.93,99.94,99.87,100.0
2000,100000160233010,99.93,99.94,99.87,100.0
2001,100000160233010,99.93,99.94,99.87,100.0
2002,100000160233010,99.93,99.94,99.87,100.0
2003,100000160233010,99.22,97.96,99.87,100.0
2004,100000160233010,99.22,97.96,99.87,100.0
2005,100000160233010,99.22,97.96,99.87,100.0
2006,100000160233010,99.22,97.96,99.87,100.0
2007,100000160233010,99.22,97.96,99.87,100.0
2008,100000160233010,99.22,97.96,99.87,100.0
2009,100000160233010,99.22,97.96,99.87,100.0
2010,100000160233010,99.22,97.96,99.87,100.0
2011,100000160233010,99.22,97.96,99.87,100.0
2012,100000160233010,99.22,97.96,99.87,100.0
2013,100000160233010,99.22,97.96,99.87,100.0
2014,100000160233010,99.22,97.96,99.87,100.0
2015,100000160233010,99.22,97.96,99.87,100.0
2016,100000160233010,99.22,97.96,99.87,100.0
2017,100000160233010,99.22,97.96,99.87,100.0
2018,100000160233010,99.22,97.96,99.87,100.0
2019,100000160233010,99.22,97.96,99.87,100.0
2020,100000160233010,99.22,97.96,99.87,100.0
2021,100000160233010,99.22,97.96,99.87,100.0
1995,100000160231010,99.91,99.94,99.87,100.0
1996,100000160231010,98.66,99.94,99.87,95.63
1997,100000160231010,98.66,99.94,99.87,95.63
1998,100000160231010,98.66,99.94,99.87,95.63
1999,100000160231010,98.66,99.94,99.87,95.63
2000,100000160231010,98.66,99.94,99.87,95.63
2001,100000160231010,98.66,99.94,99.87,95.63
2002,100000160231010,98.66,99.94,99.87,95.63
2003,100000160231010,97.85,97.96,99.87,95.63
2004,100000160231010,97.85,97.96,99.87,95.63
2005,100000160231010,97.85,97.96,99.87,95.63
2006,100000160231010,97.85,97.96,99.87,95.63
2007,100000160231010,97.85,97.96,99.87,95.63
2008,100000160231010,97.85,97.96,99.87,95.63
2009,100000160231010,97.85,97.96,99.87,95.63
2010,100000160231010,97.85,97.96,99.87,95.63
2011,100000160231010,97.85,97.96,99.87,95.63
2012,100000160231010,97.85,97.96,99.87,95.63
2013,100000160231010,97.85,97.96,99.87,95.63
2014,100000160231010,97.85,97.96,99.87,95.63
2015,100000160231010,97.85,97.96,99.87,95.63
2016,100000160231010,97.85,97.96,99.87,95.63
2017,100000160231010,97.85,97.96,99.87,95.63
2018,100000160231010,97.85,97.96,99.87,95.63
2019,100000160231010,97.85,97.96,99.87,95.63
2020,100000160231010,97.85,97.96,99.87,95.63
2021,100000160231010,97.85,97.96,99.87,95.63
1995,100000160222010,97.48,97.96,99.87,95.63
1996,100000160222010,97.48,97.96,99.87,95.63
1997,100000160222010,97.48,97.96,99.87,95.63
1998,100000160222010,97.48,97.96,99.87,95.63
1999,100000160222010,97.48,97.96,99.87,95.63
2000,100000160222010,96.09,97.96,95.25,95.63
2001,100000160222010,96.09,97.96,95.25,95.63
2002,100000160222010,96.09,97.96,95.25,95.63
2003,100000160222010,96.09,97.96,95.25,95.63
2004,100000160222010,96.09,97.96,95.25,95.63
2005,100000160222010,96.09,97.96,95.25,95.63
2006,100000160222010,96.09,97.96,95.25,95.63
2007,100000160222010,96.09,97.96,95.25,95.63
2008,100000160222010,96.09,97.96,95.25,95.63
2009,100000160222010,96.09,97.96,95.25,95.63
2010,100000160222010,96.09,97.96,95.25,95.63
2011,100000160222010,96.09,97.96,95.25,95.63
2012,100000160222010,96.09,97.96,95.25,95.63
2013,100000160222010,96.09,97.96,95.25,95.63
2014,100000160222010,94.68,97.96,90.62,95.63
2015,100000160222010,94.68,97.96,90.62,95.63
2016,100000160222010,94.68,97.96,90.62,95.63
2017,100000160222010,94.68,97.96,90.62,95.63
2018,100000160222010,94.68,97.96,90.62,95.63
2019,100000160222010,94.68,97.96,90.62,95.63
2020,100000160222010,94.68,97.96,90.62,95.63
2021,100000160222010,94.68,97.96,90.62,95.63
1998,100000160221010,96.69,99.94,95.25,95.63
1999,100000160221010,96.69,99.94,95.25,95.63
2000,100000160221010,96.69,99.94,95.25,95.63
2001,100000160221010,96.69,99.94,95.25,95.63
2002,100000160221010,96.69,99.94,95.25,95.63
2003,100000160221010,96.69,99.94,95.25,95.63
2004,100000160221010,96.69,99.94,95.25,95.63
2005,100000160221010,96.69,99.94,95.25,95.63
2006,100000160221010,96.69,99.94,95.25,95.63
2007,100000160221010,96.69,99.94,95.25,95.63
2008,100000160221010,96.69,99.94,95.25,95.63
2009,100000160221010,96.69,99.94,95.25,95.63
2010,100000160221010,96.69,99.94,95.25,95.63
2011,100000160221010,94.85,99.94,95.25,91.41
2012,100000160221010,94.85,99.94,95.25,91.41
2013,100000160221010,90.86,97.96,95.25,83.5
2014,100000160221010,90.86,97.96,95.25,83.5
2015,100000160221010,90.86,97.96,95.25,83.5
2016,100000160221010,90.86,97.96,95.25,83.5
2017,100000160221010,89.51,97.96,90.62,83.5
2018,100000160221010,89.51,97.96,90.62,83.5
2019,100000160221010,89.51,97.96,90.62,83.5
2020,100000160221010,89.51,97.96,90.62,83.5
2021,100000160221010,89.51,97.96,90.62,83.5
1995,100000160220010,99.92,99.94,99.87,100.0
1996,100000160220010,99.92,99.94,99.87,100.0
1997,100000160220010,99.92,99.94,99.87,100.0
1998,100000160220010,99.92,99.94,99.87,100.0
